POLE1,POLE2
3594,1444
3594,1446
3595,1445
3595,1470
3595,1499
3596,1443
3596,1467
3597,1393
3597,1422
3598,1454
3598,1462
3599,1429
3599,1453
3600,1437
3600,1486
3601,1384
3601,1390
3602,1402
3602,1448
3602,1497
3603,1419
3603,1498
3604,1406
3604,1426
3605,1388
3605,1451
3606,1398
3606,1420
3607,1452
3607,1466
3607,1474
3608,1438
3608,1440
3609,1430
3609,1455
3610,1383
3610,1431
3610,1471
3611,1463
3611,1500
3612,3544
3612,3585
3612,3706
3613,3483
3613,3527
3613,3636
3614,3526
3614,3665
3614,3720
3615,3528
3615,3646
3615,3686
3616,3491
3616,3598
3617,3492
3617,3600
3618,3536
3618,3630
3618,3685
3619,3495
3619,3568
3619,3618
3620,3499
3620,3613
3620,3692
3621,3504
3621,3587
3621,3684
3622,3540
3622,3644
3622,3701
3623,3508
3623,3607
3624,3533
3624,3627
3624,3718
3625,3538
3625,3620
3625,3694
3626,3548
3626,3589
3626,3735
3627,3564
3627,3609
3627,3678
3628,3634
3628,3667
3628,3734
3629,3558
3629,3591
3629,3689
3630,3509
3630,3629
3630,3708
3631,3485
3631,3563
3631,3586
3632,3569
3632,3656
3632,3717
3633,3524
3633,3658
3633,3702
3634,3565
3634,3651
3635,3572
3635,3595
3635,3730
3636,3522
3636,3617
3636,3648
3637,3490
3637,3670
3637,3731
3638,3537
3638,3675
3638,3677
3639,3486
3639,3574
3639,3698
3640,3484
3640,3606
3640,3710
3641,3496
3641,3578
3641,3673
3642,3506
3642,3624
3642,3712
3643,3523
3643,3605
3643,3727
3644,3561
3644,3671
3645,3511
3645,3608
3645,3709
3646,3531
3646,3638
3647,3515
3647,3597
3647,3724
3648,3546
3648,3603
3648,3687
3649,3584
3649,3622
3649,3688
3650,3518
3650,3635
3651,3577
3651,3583
3651,3719
3652,1652
3653,1721
3653,1765
3654,1707
3655,1702
3656,1696
3656,1729
3657,1752
3657,1766
3658,1723
3658,1756
3659,1710
3660,1712
3660,1761
3661,1727
3662,1658
3662,1691
3663,1656
3664,1659
3665,1673
3665,1717
3666,1686
3666,1747
3667,1681
3667,1760
3668,1692
3668,1726
3669,1703
3669,1714
3670,1663
3670,1682
3671,1665
3672,1654
3672,1770
3673,1708
3673,1730
3674,1784
3674,1795
3675,1862
3675,2020
3676,1786
3676,1798
3677,1818
3677,1869
3678,1863
3678,1894
3679,1887
3679,2019
3680,1779
3680,1860
3681,1886
3681,1896
3682,1790
3682,1811
3683,1793
3683,1832
3684,1799
3684,1835
3685,1901
3685,1998
3686,1794
3686,1844
3687,1821
3687,1872
3688,1787
3688,1801
3689,1847
3689,2004
3690,1900
3690,2010
3691,1999
3691,2014
3692,1823
3692,1857
3693,1803
3693,1815
3694,1806
3694,1864
3695,1828
3695,1890
3696,1805
3696,1808
3697,1824
3697,1884
3698,1833
3698,1867
3699,1888
3699,2013
3700,1911
3700,2012
3701,1780
3702,1873
3702,2009
3703,1842
3703,1874
3704,1859
3704,1892
3705,1905
3706,1909
3706,1995
3707,1910
3707,2006
3708,1993
3708,2002
3709,1914
3709,2000
3710,1838
3710,2005
3711,1854
3711,1895
3712,3156
3713,3212
3713,3214
3714,3166
3715,3163
3715,3205
3716,3153
3717,3210
3718,3175
3719,3196
3720,3190
3720,3209
3721,3208
3722,3155
3723,3194
3724,3191
3725,3182
3725,3201
3726,3176
3727,3168
3728,3171
3728,3181
3729,1361
3729,1364
3730,1375
3730,1534
3731,1365
3732,1367
3733,1369
3733,1380
3734,1372
3734,1513
3734,1521
3734,1524
3735,1377
3735,1530
3736,1376
3736,1529
3737,1515
3737,1517
3737,1535
3738,1379
3738,1532
3739,1373
3739,1514
3739,1522
3740,1556
3741,1554
3742,1552
3743,1551
3744,1553
3744,1555
3745,1922
3745,1954
3745,1957
3746,1936
3746,1961
3746,1965
3747,1946
3747,1963
3747,1964
3748,1937
3748,1938
3748,1971
3749,1924
3749,1968
3749,1980
3750,1923
3750,1950
3750,1990
3751,1575
3751,1608
3752,1579
3752,1634
3753,1614
3753,1647
3754,1581
3754,1640
3755,1578
3756,1576
3756,1644
3757,1637
3757,1638
3758,1587
3758,1620
3759,1603
3759,1607
3760,1626
3761,2228
3761,2254
3761,2273
3762,2240
3762,2255
3763,2227
3763,2261
3763,2264
3764,2225
3764,2253
3764,2274
3765,2245
3765,2247
3766,2243
3766,2260
3766,2266
3767,2256
3767,2263
3768,2284
3768,2293
3769,2286
3769,2307
3770,2280
3770,2310
3771,2278
3771,2295
3772,2288
3772,2305
3773,2276
3773,2300
3774,2291
3774,2311
3775,3756
3775,3809
3776,3816
3777,3790
3778,3794
3779,3772
3780,3777
3781,3768
3782,3748
3783,3760
3784,3737
3785,3786
3786,3779
3786,3795
3787,3743
3787,3805
3788,3740
3788,3793
3789,3782
3790,3797
3791,3761
3792,3788
3793,35
3793,37
3794,2
3794,12
3795,44
3795,1506
3796,28
3796,30
3797,46
3797,1502
3798,19
3798,43
3798,1511
3799,10
3799,36
3799,38
3800,5
3800,27
3800,1510
3801,13
3801,15
3802,21
3802,32
3803,7
3803,17
3804,40
3804,1507
3805,1356
3805,1357
3806,1291
3807,1281
3808,1321
3808,1341
3809,1307
3809,1360
3810,1276
3811,1325
3812,1265
3812,1349
3813,1330
3814,1343
3815,1264
3815,1302
3816,1286
3817,1269
3818,1306
3818,1340
3819,1294
3819,1342
3820,60
3820,118
3820,1509
3821,96
3821,130
3821,1508
3822,53
3822,75
3823,58
3823,1501
3824,55
3824,84
3825,92
3825,119
3826,114
3826,139
3826,1505
3827,111
3827,126
3827,1504
3828,125
3828,1503
3829,63
3829,76
3829,150
3830,100
3830,135
3831,79
3831,124
3832,121
3832,145
3832,1512
3833,99
3833,108
3834,180
3834,229
3835,171
3835,194
3836,163
3836,190
3836,216
3837,160
3837,195
3838,191
3838,201
3838,209
3839,184
3839,204
3840,199
3840,224
3841,172
3841,177
3841,228
3842,155
3842,200
3842,220
3843,154
3843,173
3843,206
3844,161
3844,198
3844,225
3845,1537
3845,1546
3846,1536
3846,1541
3847,1539
3847,1550
3848,1544
3848,1548
3849,1540
3849,1542
3850,236
3851,234
3851,302
3852,241
3852,305
3853,240
3853,303
3854,235
3854,239
3855,252
3855,308
3856,246
3856,251
3857,248
3857,306
3858,249
3859,250
3859,310
3860,259
3860,313
3861,260
3861,265
3861,315
3862,257
3862,312
3863,261
3863,262
3864,270
3864,278
3865,274
3865,319
3865,320
3866,272
3866,276
3867,271
3867,318
3868,279
3868,289
3869,280
3869,321
3870,281
3870,322
3871,283
3871,324
3872,285
3873,297
3873,300
3873,327
3874,292
3874,326
3875,291
3875,298
3875,328
3875,329
